rate_date	base_currency	quote_currency	spot_rate	bid_rate	ask_rate	central_bank_fixing
2025-06-05	USD	AUD	1.5489	1.5479	1.5499	1.5489
2025-06-05	USD	CHF	0.8777	0.8772	0.8782	0.8777
2025-06-05	USD	SGD	1.3127	1.3121	1.3133	1.3127
2025-06-06	USD	EUR	0.8955	0.8951	0.8959	0.8955
2025-06-06	USD	GBP	0.8027	0.8022	0.8032	0.8027
2025-06-06	USD	INR	84.7684	84.7184	84.8184	84.7684
2025-06-06	USD	JPY	143.7289	143.5789	143.8789	143.7289
2025-06-06	USD	CAD	1.3712	1.3704	1.372	1.3712
2025-06-06	USD	AUD	1.4982	1.4972	1.4992	1.4982
2025-06-06	USD	CHF	0.8653	0.8648	0.8658	0.8653
2025-06-06	USD	SGD	1.3462	1.3456	1.3468	1.3462
2025-06-07	USD	EUR	0.9309	0.9305	0.9313	0.9309
2025-06-07	USD	GBP	0.7847	0.7842	0.7852	0.7847
2025-06-07	USD	INR	81.4899	81.4399	81.5399	81.4899
2025-06-07	USD	JPY	145.8194	145.6694	145.9694	145.8194
2025-06-07	USD	CAD	1.3861	1.3853	1.3869	1.3861
2025-06-07	USD	AUD	1.5058	1.5048	1.5068	1.5058
2025-06-07	USD	CHF	0.8683	0.8678	0.8688	0.8683
2025-06-07	USD	SGD	1.3207	1.3201	1.3213	1.3207
2025-06-08	USD	EUR	0.9008	0.9004	0.9012	0.9008
2025-06-08	USD	GBP	0.781	0.7805	0.7815	0.781
2025-06-08	USD	INR	84.9101	84.8601	84.9601	84.9101
2025-06-08	USD	JPY	141.3414	141.1914	141.4914	141.3414
2025-06-08	USD	CAD	1.3304	1.3296	1.3312	1.3304
2025-06-08	USD	AUD	1.4751	1.4741	1.4761	1.4751
2025-06-08	USD	CHF	0.8694	0.8689	0.8699	0.8694
2025-06-08	USD	SGD	1.3443	1.3437	1.3449	1.3443
2025-06-09	USD	EUR	0.8931	0.8927	0.8935	0.8931
2025-06-09	USD	GBP	0.7806	0.7801	0.7811	0.7806
2025-06-09	USD	INR	83.5353	83.4853	83.5853	83.5353
2025-06-09	USD	JPY	145.7768	145.6268	145.9268	145.7768
2025-06-09	USD	CAD	1.3644	1.3636	1.3652	1.3644
2025-06-09	USD	AUD	1.5525	1.5515	1.5535	1.5525
2025-06-09	USD	CHF	0.9018	0.9013	0.9023	0.9018
2025-06-09	USD	SGD	1.3477	1.3471	1.3483	1.3477
2025-06-10	USD	EUR	0.9475	0.9471	0.9479	0.9475
2025-06-10	USD	GBP	0.7858	0.7853	0.7863	0.7858
2025-06-10	USD	INR	82.1044	82.0544	82.1544	82.1044
2025-06-10	USD	JPY	147.5608	147.4108	147.7108	147.5608
2025-06-10	USD	CAD	1.3141	1.3133	1.3149	1.3141
2025-06-10	USD	AUD	1.5516	1.5506	1.5526	1.5516
2025-06-10	USD	CHF	0.873	0.8725	0.8735	0.873
2025-06-10	USD	SGD	1.3568	1.3562	1.3574	1.3568
2025-06-11	USD	EUR	0.9209	0.9205	0.9213	0.9209
2025-06-11	USD	GBP	0.768	0.7675	0.7685	0.768
2025-06-11	USD	INR	80.9088	80.8588	80.9588	80.9088
2025-06-11	USD	JPY	144.2169	144.0669	144.3669	144.2169
2025-06-11	USD	CAD	1.361	1.3602	1.3618	1.361
2025-06-11	USD	AUD	1.5453	1.5443	1.5463	1.5453
2025-06-11	USD	CHF	0.8686	0.8681	0.8691	0.8686
2025-06-11	USD	SGD	1.351	1.3504	1.3516	1.351
2025-06-12	USD	EUR	0.9403	0.9399	0.9407	0.9403
2025-06-12	USD	GBP	0.7814	0.7809	0.7819	0.7814
2025-06-12	USD	INR	84.4041	84.3541	84.4541	84.4041
2025-06-12	USD	JPY	146.3889	146.2389	146.5389	146.3889
2025-06-12	USD	CAD	1.3745	1.3737	1.3753	1.3745
2025-06-12	USD	AUD	1.5281	1.5271	1.5291	1.5281
2025-06-12	USD	CHF	0.88	0.8795	0.8805	0.88
2025-06-12	USD	SGD	1.3668	1.3662	1.3674	1.3668
2025-06-13	USD	EUR	0.9422	0.9418	0.9426	0.9422
2025-06-13	USD	GBP	0.7986	0.7981	0.7991	0.7986
2025-06-13	USD	INR	84.389	84.339	84.439	84.389
2025-06-13	USD	JPY	140.8973	140.7473	141.0473	140.8973
2025-06-13	USD	CAD	1.3127	1.3119	1.3135	1.3127
2025-06-13	USD	AUD	1.5632	1.5622	1.5642	1.5632
2025-06-13	USD	CHF	0.9038	0.9033	0.9043	0.9038
2025-06-13	USD	SGD	1.32	1.3194	1.3206	1.32
2025-06-14	USD	EUR	0.924	0.9236	0.9244	0.924
2025-06-14	USD	GBP	0.7631	0.7626	0.7636	0.7631
2025-06-14	USD	INR	84.7345	84.6845	84.7845	84.7345
2025-06-14	USD	JPY	147.1901	147.0401	147.3401	147.1901
2025-06-14	USD	CAD	1.3254	1.3246	1.3262	1.3254
2025-06-14	USD	AUD	1.5173	1.5163	1.5183	1.5173
2025-06-14	USD	CHF	0.8977	0.8972	0.8982	0.8977
2025-06-14	USD	SGD	1.3567	1.3561	1.3573	1.3567
2025-06-15	USD	EUR	0.9318	0.9314	0.9322	0.9318
2025-06-15	USD	GBP	0.7833	0.7828	0.7838	0.7833
2025-06-15	USD	INR	81.7225	81.6725	81.7725	81.7225
2025-06-15	USD	JPY	144.9446	144.7946	145.0946	144.9446
2025-06-15	USD	CAD	1.3147	1.3139	1.3155	1.3147
2025-06-15	USD	AUD	1.5633	1.5623	1.5643	1.5633
2025-06-15	USD	CHF	0.8921	0.8916	0.8926	0.8921
2025-06-15	USD	SGD	1.3624	1.3618	1.363	1.3624
2025-06-16	USD	EUR	0.9464	0.946	0.9468	0.9464
2025-06-16	USD	GBP	0.7746	0.7741	0.7751	0.7746
2025-06-16	USD	INR	85.2996	85.2496	85.3496	85.2996
2025-06-16	USD	JPY	145.8268	145.6768	145.9768	145.8268
2025-06-16	USD	CAD	1.3624	1.3616	1.3632	1.3624
2025-06-16	USD	AUD	1.5222	1.5212	1.5232	1.5222
2025-06-16	USD	CHF	0.9051	0.9046	0.9056	0.9051
2025-06-16	USD	SGD	1.3575	1.3569	1.3581	1.3575
2025-06-17	USD	EUR	0.9013	0.9009	0.9017	0.9013
2025-06-17	USD	GBP	0.8001	0.7996	0.8006	0.8001
2025-06-17	USD	INR	83.9025	83.8525	83.9525	83.9025
2025-06-17	USD	JPY	147.0878	146.9378	147.2378	147.0878
2025-06-17	USD	CAD	1.3563	1.3555	1.3571	1.3563
2025-06-17	USD	AUD	1.5085	1.5075	1.5095	1.5085
2025-06-17	USD	CHF	0.8734	0.8729	0.8739	0.8734
2025-06-17	USD	SGD	1.3061	1.3055	1.3067	1.3061
2025-06-18	USD	EUR	0.9103	0.9099	0.9107	0.9103
2025-06-18	USD	GBP	0.8042	0.8037	0.8047	0.8042
2025-06-18	USD	INR	83.6347	83.5847	83.6847	83.6347
2025-06-18	USD	JPY	140.5454	140.3954	140.6954	140.5454
2025-06-18	USD	CAD	1.3491	1.3483	1.3499	1.3491
2025-06-18	USD	AUD	1.5417	1.5407	1.5427	1.5417
2025-06-18	USD	CHF	0.871	0.8705	0.8715	0.871
2025-06-18	USD	SGD	1.302	1.3014	1.3026	1.302
2025-06-19	USD	EUR	0.9188	0.9184	0.9192	0.9188
2025-06-19	USD	GBP	0.7709	0.7704	0.7714	0.7709
2025-06-19	USD	INR	83.6693	83.6193	83.7193	83.6693
2025-06-19	USD	JPY	143.2665	143.1165	143.4165	143.2665
2025-06-19	USD	CAD	1.3526	1.3518	1.3534	1.3526
2025-06-19	USD	AUD	1.5371	1.5361	1.5381	1.5371
2025-06-19	USD	CHF	0.8993	0.8988	0.8998	0.8993
2025-06-19	USD	SGD	1.3154	1.3148	1.316	1.3154
2025-06-20	USD	EUR	0.9469	0.9465	0.9473	0.9469
2025-06-20	USD	GBP	0.7726	0.7721	0.7731	0.7726
2025-06-20	USD	INR	82.0586	82.0086	82.1086	82.0586
2025-06-20	USD	JPY	146.8244	146.6744	146.9744	146.8244
2025-06-20	USD	CAD	1.3333	1.3325	1.3341	1.3333
2025-06-20	USD	AUD	1.5274	1.5264	1.5284	1.5274
2025-06-20	USD	CHF	0.8978	0.8973	0.8983	0.8978
2025-06-20	USD	SGD	1.345	1.3444	1.3456	1.345
2025-06-21	USD	EUR	0.9167	0.9163	0.9171	0.9167
2025-06-21	USD	GBP	0.7738	0.7733	0.7743	0.7738
2025-06-21	USD	INR	82.3437	82.2937	82.3937	82.3437
2025-06-21	USD	JPY	142.8537	142.7037	143.0037	142.8537
2025-06-21	USD	CAD	1.3605	1.3597	1.3613	1.3605
2025-06-21	USD	AUD	1.526	1.525	1.527	1.526
2025-06-21	USD	CHF	0.8925	0.892	0.893	0.8925
2025-06-21	USD	SGD	1.349	1.3484	1.3496	1.349
2025-06-22	USD	EUR	0.8972	0.8968	0.8976	0.8972
2025-06-22	USD	GBP	0.7894	0.7889	0.7899	0.7894
2025-06-22	USD	INR	84.9795	84.9295	85.0295	84.9795
2025-06-22	USD	JPY	143.9849	143.8349	144.1349	143.9849
2025-06-22	USD	CAD	1.3533	1.3525	1.3541	1.3533
2025-06-22	USD	AUD	1.5247	1.5237	1.5257	1.5247
2025-06-22	USD	CHF	0.901	0.9005	0.9015	0.901
2025-06-22	USD	SGD	1.331	1.3304	1.3316	1.331
2025-06-23	USD	EUR	0.9047	0.9043	0.9051	0.9047
2025-06-23	USD	GBP	0.7981	0.7976	0.7986	0.7981
2025-06-23	USD	INR	83.5877	83.5377	83.6377	83.5877
2025-06-23	USD	JPY	148.454	148.304	148.604	148.454
2025-06-23	USD	CAD	1.3765	1.3757	1.3773	1.3765
2025-06-23	USD	AUD	1.5087	1.5077	1.5097	1.5087
2025-06-23	USD	CHF	0.8687	0.8682	0.8692	0.8687
2025-06-23	USD	SGD	1.3247	1.3241	1.3253	1.3247
2025-06-24	USD	EUR	0.8962	0.8958	0.8966	0.8962
2025-06-24	USD	GBP	0.7877	0.7872	0.7882	0.7877
2025-06-24	USD	INR	84.5643	84.5143	84.6143	84.5643
2025-06-24	USD	JPY	144.7677	144.6177	144.9177	144.7677
2025-06-24	USD	CAD	1.3371	1.3363	1.3379	1.3371
2025-06-24	USD	AUD	1.5382	1.5372	1.5392	1.5382
2025-06-24	USD	CHF	0.8839	0.8834	0.8844	0.8839
2025-06-24	USD	SGD	1.3002	1.2996	1.3008	1.3002
2025-06-25	USD	EUR	0.8952	0.8948	0.8956	0.8952
2025-06-25	USD	GBP	0.7689	0.7684	0.7694	0.7689
2025-06-25	USD	INR	81.1312	81.0812	81.1812	81.1312
2025-06-25	USD	JPY	148.017	147.867	148.167	148.017
2025-06-25	USD	CAD	1.3698	1.369	1.3706	1.3698
2025-06-25	USD	AUD	1.5539	1.5529	1.5549	1.5539
2025-06-25	USD	CHF	0.8771	0.8766	0.8776	0.8771
2025-06-25	USD	SGD	1.3507	1.3501	1.3513	1.3507
2025-06-26	USD	EUR	0.9375	0.9371	0.9379	0.9375
2025-06-26	USD	GBP	0.7837	0.7832	0.7842	0.7837
2025-06-26	USD	INR	84.5883	84.5383	84.6383	84.5883
2025-06-26	USD	JPY	142.5877	142.4377	142.7377	142.5877
2025-06-26	USD	CAD	1.3291	1.3283	1.3299	1.3291
2025-06-26	USD	AUD	1.554	1.553	1.555	1.554
2025-06-26	USD	CHF	0.8809	0.8804	0.8814	0.8809
2025-06-26	USD	SGD	1.364	1.3634	1.3646	1.364
2025-06-27	USD	EUR	0.9046	0.9042	0.905	0.9046
2025-06-27	USD	GBP	0.7644	0.7639	0.7649	0.7644
2025-06-27	USD	INR	85.3088	85.2588	85.3588	85.3088
2025-06-27	USD	JPY	145.2046	145.0546	145.3546	145.2046
2025-06-27	USD	CAD	1.3303	1.3295	1.3311	1.3303
2025-06-27	USD	AUD	1.514	1.513	1.515	1.514
2025-06-27	USD	CHF	0.868	0.8675	0.8685	0.868
2025-06-27	USD	SGD	1.3171	1.3165	1.3177	1.3171
2025-06-28	USD	EUR	0.8995	0.8991	0.8999	0.8995
2025-06-28	USD	GBP	0.7847	0.7842	0.7852	0.7847
2025-06-28	USD	INR	85.5055	85.4555	85.5555	85.5055
2025-06-28	USD	JPY	148.537	148.387	148.687	148.537
2025-06-28	USD	CAD	1.3418	1.341	1.3426	1.3418
2025-06-28	USD	AUD	1.5493	1.5483	1.5503	1.5493
2025-06-28	USD	CHF	0.8872	0.8867	0.8877	0.8872
2025-06-28	USD	SGD	1.3703	1.3697	1.3709	1.3703
2025-06-29	USD	EUR	0.9274	0.927	0.9278	0.9274
2025-06-29	USD	GBP	0.7788	0.7783	0.7793	0.7788
2025-06-29	USD	INR	81.3005	81.2505	81.3505	81.3005
2025-06-29	USD	JPY	141.7231	141.5731	141.8731	141.7231
2025-06-29	USD	CAD	1.3446	1.3438	1.3454	1.3446
2025-06-29	USD	AUD	1.5551	1.5541	1.5561	1.5551
2025-06-29	USD	CHF	0.876	0.8755	0.8765	0.876
2025-06-29	USD	SGD	1.3801	1.3795	1.3807	1.3801
2025-06-30	USD	EUR	0.9157	0.9153	0.9161	0.9157
2025-06-30	USD	GBP	0.7799	0.7794	0.7804	0.7799
2025-06-30	USD	INR	82.9314	82.8814	82.9814	82.9314
2025-06-30	USD	JPY	143.114	142.964	143.264	143.114
2025-06-30	USD	CAD	1.3805	1.3797	1.3813	1.3805
2025-06-30	USD	AUD	1.5362	1.5352	1.5372	1.5362
2025-06-30	USD	CHF	0.8717	0.8712	0.8722	0.8717
2025-06-30	USD	SGD	1.3742	1.3736	1.3748	1.3742
2025-07-01	USD	EUR	0.9187	0.9183	0.9191	0.9187
2025-07-01	USD	GBP	0.7699	0.7694	0.7704	0.7699
2025-07-01	USD	INR	83.4319	83.3819	83.4819	83.4319
2025-07-01	USD	JPY	143.9331	143.7831	144.0831	143.9331
2025-07-01	USD	CAD	1.3889	1.3881	1.3897	1.3889
2025-07-01	USD	AUD	1.4786	1.4776	1.4796	1.4786
2025-07-01	USD	CHF	0.8604	0.8599	0.8609	0.8604
2025-07-01	USD	SGD	1.3049	1.3043	1.3055	1.3049
2025-07-02	USD	EUR	0.9459	0.9455	0.9463	0.9459
2025-07-02	USD	GBP	0.7932	0.7927	0.7937	0.7932
2025-07-02	USD	INR	83.4713	83.4213	83.5213	83.4713
2025-07-02	USD	JPY	140.1828	140.0328	140.3328	140.1828
2025-07-02	USD	CAD	1.3731	1.3723	1.3739	1.3731
2025-07-02	USD	AUD	1.5542	1.5532	1.5552	1.5542
2025-07-02	USD	CHF	0.8919	0.8914	0.8924	0.8919
2025-07-02	USD	SGD	1.3036	1.303	1.3042	1.3036
2025-07-03	USD	EUR	0.9289	0.9285	0.9293	0.9289
2025-07-03	USD	GBP	0.7673	0.7668	0.7678	0.7673
2025-07-03	USD	INR	85.4097	85.3597	85.4597	85.4097
2025-07-03	USD	JPY	144.852	144.702	145.002	144.852
2025-07-03	USD	CAD	1.3511	1.3503	1.3519	1.3511
2025-07-03	USD	AUD	1.5059	1.5049	1.5069	1.5059
2025-07-03	USD	CHF	0.8759	0.8754	0.8764	0.8759
2025-07-03	USD	SGD	1.3594	1.3588	1.36	1.3594
2025-07-04	USD	EUR	0.9027	0.9023	0.9031	0.9027
2025-07-04	USD	GBP	0.7633	0.7628	0.7638	0.7633
2025-07-04	USD	INR	84.0223	83.9723	84.0723	84.0223
2025-07-04	USD	JPY	148.5794	148.4294	148.7294	148.5794
2025-07-04	USD	CAD	1.3188	1.318	1.3196	1.3188
2025-07-04	USD	AUD	1.535	1.534	1.536	1.535
2025-07-04	USD	CHF	0.8834	0.8829	0.8839	0.8834
2025-07-04	USD	SGD	1.3226	1.322	1.3232	1.3226
2025-07-05	USD	EUR	0.9278	0.9274	0.9282	0.9278
2025-07-05	USD	GBP	0.801	0.8005	0.8015	0.801
2025-07-05	USD	INR	83.7316	83.6816	83.7816	83.7316
2025-07-05	USD	JPY	141.6602	141.5102	141.8102	141.6602
2025-07-05	USD	CAD	1.3903	1.3895	1.3911	1.3903
2025-07-05	USD	AUD	1.5122	1.5112	1.5132	1.5122
2025-07-05	USD	CHF	0.8737	0.8732	0.8742	0.8737
2025-07-05	USD	SGD	1.3157	1.3151	1.3163	1.3157
2025-07-06	USD	EUR	0.9407	0.9403	0.9411	0.9407
2025-07-06	USD	GBP	0.7635	0.763	0.764	0.7635
2025-07-06	USD	INR	81.3118	81.2618	81.3618	81.3118
2025-07-06	USD	JPY	140.1781	140.0281	140.3281	140.1781
2025-07-06	USD	CAD	1.3371	1.3363	1.3379	1.3371
2025-07-06	USD	AUD	1.5505	1.5495	1.5515	1.5505
2025-07-06	USD	CHF	0.8864	0.8859	0.8869	0.8864
2025-07-06	USD	SGD	1.378	1.3774	1.3786	1.378
2025-07-07	USD	EUR	0.9052	0.9048	0.9056	0.9052
2025-07-07	USD	GBP	0.7987	0.7982	0.7992	0.7987
2025-07-07	USD	INR	85.0421	84.9921	85.0921	85.0421
2025-07-07	USD	JPY	140.4066	140.2566	140.5566	140.4066
2025-07-07	USD	CAD	1.3162	1.3154	1.317	1.3162
2025-07-07	USD	AUD	1.4854	1.4844	1.4864	1.4854
2025-07-07	USD	CHF	0.884	0.8835	0.8845	0.884
2025-07-07	USD	SGD	1.3529	1.3523	1.3535	1.3529
2025-07-08	USD	EUR	0.9158	0.9154	0.9162	0.9158
2025-07-08	USD	GBP	0.7743	0.7738	0.7748	0.7743
2025-07-08	USD	INR	82.3246	82.2746	82.3746	82.3246
2025-07-08	USD	JPY	145.2258	145.0758	145.3758	145.2258
2025-07-08	USD	CAD	1.3299	1.3291	1.3307	1.3299
2025-07-08	USD	AUD	1.4987	1.4977	1.4997	1.4987
2025-07-08	USD	CHF	0.9052	0.9047	0.9057	0.9052
2025-07-08	USD	SGD	1.328	1.3274	1.3286	1.328
2025-07-09	USD	EUR	0.9003	0.8999	0.9007	0.9003
2025-07-09	USD	GBP	0.7782	0.7777	0.7787	0.7782
2025-07-09	USD	INR	84.531	84.481	84.581	84.531
2025-07-09	USD	JPY	145.1883	145.0383	145.3383	145.1883
2025-07-09	USD	CAD	1.3128	1.312	1.3136	1.3128
2025-07-09	USD	AUD	1.4825	1.4815	1.4835	1.4825
2025-07-09	USD	CHF	0.8684	0.8679	0.8689	0.8684
2025-07-09	USD	SGD	1.357	1.3564	1.3576	1.357
2025-07-10	USD	EUR	0.8995	0.8991	0.8999	0.8995
2025-07-10	USD	GBP	0.7879	0.7874	0.7884	0.7879
2025-07-10	USD	INR	82.6425	82.5925	82.6925	82.6425
2025-07-10	USD	JPY	146.5464	146.3964	146.6964	146.5464
2025-07-10	USD	CAD	1.3702	1.3694	1.371	1.3702
2025-07-10	USD	AUD	1.4771	1.4761	1.4781	1.4771
2025-07-10	USD	CHF	0.8838	0.8833	0.8843	0.8838
2025-07-10	USD	SGD	1.3598	1.3592	1.3604	1.3598
2025-07-11	USD	EUR	0.9408	0.9404	0.9412	0.9408
2025-07-11	USD	GBP	0.7753	0.7748	0.7758	0.7753
2025-07-11	USD	INR	84.492	84.442	84.542	84.492
2025-07-11	USD	JPY	144.3313	144.1813	144.4813	144.3313
2025-07-11	USD	CAD	1.348	1.3472	1.3488	1.348
2025-07-11	USD	AUD	1.5063	1.5053	1.5073	1.5063
2025-07-11	USD	CHF	0.9062	0.9057	0.9067	0.9062
2025-07-11	USD	SGD	1.3456	1.345	1.3462	1.3456
2025-07-12	USD	EUR	0.9024	0.902	0.9028	0.9024
2025-07-12	USD	GBP	0.7985	0.798	0.799	0.7985
2025-07-12	USD	INR	82.1227	82.0727	82.1727	82.1227
2025-07-12	USD	JPY	148.5011	148.3511	148.6511	148.5011
2025-07-12	USD	CAD	1.3545	1.3537	1.3553	1.3545
2025-07-12	USD	AUD	1.5633	1.5623	1.5643	1.5633
2025-07-12	USD	CHF	0.8732	0.8727	0.8737	0.8732
2025-07-12	USD	SGD	1.3437	1.3431	1.3443	1.3437
2025-07-13	USD	EUR	0.9056	0.9052	0.906	0.9056
2025-07-13	USD	GBP	0.7715	0.771	0.772	0.7715
2025-07-13	USD	INR	83.4059	83.3559	83.4559	83.4059
2025-07-13	USD	JPY	141.9068	141.7568	142.0568	141.9068
2025-07-13	USD	CAD	1.3747	1.3739	1.3755	1.3747
2025-07-13	USD	AUD	1.5217	1.5207	1.5227	1.5217
2025-07-13	USD	CHF	0.87	0.8695	0.8705	0.87
2025-07-13	USD	SGD	1.3545	1.3539	1.3551	1.3545
2025-07-14	USD	EUR	0.9022	0.9018	0.9026	0.9022
2025-07-14	USD	GBP	0.8071	0.8066	0.8076	0.8071
2025-07-14	USD	INR	85.2315	85.1815	85.2815	85.2315
2025-07-14	USD	JPY	147.4767	147.3267	147.6267	147.4767
2025-07-14	USD	CAD	1.3783	1.3775	1.3791	1.3783
2025-07-14	USD	AUD	1.5331	1.5321	1.5341	1.5331
2025-07-14	USD	CHF	0.8725	0.872	0.873	0.8725
2025-07-14	USD	SGD	1.305	1.3044	1.3056	1.305
2025-07-15	USD	EUR	0.9302	0.9298	0.9306	0.9302
2025-07-15	USD	GBP	0.803	0.8025	0.8035	0.803
2025-07-15	USD	INR	85.1337	85.0837	85.1837	85.1337
2025-07-15	USD	JPY	145.8687	145.7187	146.0187	145.8687
2025-07-15	USD	CAD	1.3518	1.351	1.3526	1.3518
2025-07-15	USD	AUD	1.5092	1.5082	1.5102	1.5092
2025-07-15	USD	CHF	0.8652	0.8647	0.8657	0.8652
2025-07-15	USD	SGD	1.3036	1.303	1.3042	1.3036
2025-07-16	USD	EUR	0.9453	0.9449	0.9457	0.9453
2025-07-16	USD	GBP	0.7819	0.7814	0.7824	0.7819
2025-07-16	USD	INR	82.9058	82.8558	82.9558	82.9058
2025-07-16	USD	JPY	143.9333	143.7833	144.0833	143.9333
2025-07-16	USD	CAD	1.329	1.3282	1.3298	1.329
2025-07-16	USD	AUD	1.53	1.529	1.531	1.53
2025-07-16	USD	CHF	0.8536	0.8531	0.8541	0.8536
2025-07-16	USD	SGD	1.3587	1.3581	1.3593	1.3587
2025-07-17	USD	EUR	0.9123	0.9119	0.9127	0.9123
2025-07-17	USD	GBP	0.7694	0.7689	0.7699	0.7694
2025-07-17	USD	INR	85.4895	85.4395	85.5395	85.4895
2025-07-17	USD	JPY	146.1532	146.0032	146.3032	146.1532
2025-07-17	USD	CAD	1.3338	1.333	1.3346	1.3338
2025-07-17	USD	AUD	1.5276	1.5266	1.5286	1.5276
2025-07-17	USD	CHF	0.8537	0.8532	0.8542	0.8537
2025-07-17	USD	SGD	1.3642	1.3636	1.3648	1.3642
2025-07-18	USD	EUR	0.8971	0.8967	0.8975	0.8971
2025-07-18	USD	GBP	0.8034	0.8029	0.8039	0.8034
2025-07-18	USD	INR	82.5019	82.4519	82.5519	82.5019
2025-07-18	USD	JPY	143.7572	143.6072	143.9072	143.7572
2025-07-18	USD	CAD	1.3827	1.3819	1.3835	1.3827
2025-07-18	USD	AUD	1.534	1.533	1.535	1.534
2025-07-18	USD	CHF	0.877	0.8765	0.8775	0.877
2025-07-18	USD	SGD	1.3123	1.3117	1.3129	1.3123
2025-07-19	USD	EUR	0.9343	0.9339	0.9347	0.9343
2025-07-19	USD	GBP	0.7625	0.762	0.763	0.7625
2025-07-19	USD	INR	84.3335	84.2835	84.3835	84.3335
2025-07-19	USD	JPY	146.6988	146.5488	146.8488	146.6988
2025-07-19	USD	CAD	1.3858	1.385	1.3866	1.3858
2025-07-19	USD	AUD	1.5281	1.5271	1.5291	1.5281
2025-07-19	USD	CHF	0.8667	0.8662	0.8672	0.8667
2025-07-19	USD	SGD	1.3197	1.3191	1.3203	1.3197
2025-07-20	USD	EUR	0.9426	0.9422	0.943	0.9426
2025-07-20	USD	GBP	0.7924	0.7919	0.7929	0.7924
2025-07-20	USD	INR	84.9875	84.9375	85.0375	84.9875
2025-07-20	USD	JPY	146.6524	146.5024	146.8024	146.6524
2025-07-20	USD	CAD	1.3745	1.3737	1.3753	1.3745
2025-07-20	USD	AUD	1.4819	1.4809	1.4829	1.4819
2025-07-20	USD	CHF	0.8922	0.8917	0.8927	0.8922
2025-07-20	USD	SGD	1.3417	1.3411	1.3423	1.3417
2025-07-21	USD	EUR	0.9219	0.9215	0.9223	0.9219
2025-07-21	USD	GBP	0.7883	0.7878	0.7888	0.7883
2025-07-21	USD	INR	82.5589	82.5089	82.6089	82.5589
2025-07-21	USD	JPY	148.7044	148.5544	148.8544	148.7044
2025-07-21	USD	CAD	1.3815	1.3807	1.3823	1.3815
2025-07-21	USD	AUD	1.4864	1.4854	1.4874	1.4864
2025-07-21	USD	CHF	0.8601	0.8596	0.8606	0.8601
2025-07-21	USD	SGD	1.306	1.3054	1.3066	1.306
2025-07-22	USD	EUR	0.9204	0.92	0.9208	0.9204
2025-07-22	USD	GBP	0.7988	0.7983	0.7993	0.7988
2025-07-22	USD	INR	83.2201	83.1701	83.2701	83.2201
2025-07-22	USD	JPY	141.8184	141.6684	141.9684	141.8184
2025-07-22	USD	CAD	1.3472	1.3464	1.348	1.3472
2025-07-22	USD	AUD	1.5104	1.5094	1.5114	1.5104
2025-07-22	USD	CHF	0.8961	0.8956	0.8966	0.8961
2025-07-22	USD	SGD	1.3307	1.3301	1.3313	1.3307
2025-07-23	USD	EUR	0.9087	0.9083	0.9091	0.9087
2025-07-23	USD	GBP	0.7728	0.7723	0.7733	0.7728
2025-07-23	USD	INR	84.6375	84.5875	84.6875	84.6375
2025-07-23	USD	JPY	145.7566	145.6066	145.9066	145.7566
2025-07-23	USD	CAD	1.3429	1.3421	1.3437	1.3429
2025-07-23	USD	AUD	1.5185	1.5175	1.5195	1.5185
2025-07-23	USD	CHF	0.8884	0.8879	0.8889	0.8884
2025-07-23	USD	SGD	1.3294	1.3288	1.33	1.3294
2025-07-24	USD	EUR	0.8963	0.8959	0.8967	0.8963
2025-07-24	USD	GBP	0.7966	0.7961	0.7971	0.7966
2025-07-24	USD	INR	82.9477	82.8977	82.9977	82.9477
2025-07-24	USD	JPY	141.2997	141.1497	141.4497	141.2997
2025-07-24	USD	CAD	1.3315	1.3307	1.3323	1.3315
2025-07-24	USD	AUD	1.5152	1.5142	1.5162	1.5152
2025-07-24	USD	CHF	0.8753	0.8748	0.8758	0.8753
2025-07-24	USD	SGD	1.3128	1.3122	1.3134	1.3128
2025-07-25	USD	EUR	0.9274	0.927	0.9278	0.9274
2025-07-25	USD	GBP	0.7706	0.7701	0.7711	0.7706
2025-07-25	USD	INR	83.9699	83.9199	84.0199	83.9699
2025-07-25	USD	JPY	146.7542	146.6042	146.9042	146.7542
2025-07-25	USD	CAD	1.336	1.3352	1.3368	1.336
2025-07-25	USD	AUD	1.5192	1.5182	1.5202	1.5192
2025-07-25	USD	CHF	0.8862	0.8857	0.8867	0.8862
2025-07-25	USD	SGD	1.373	1.3724	1.3736	1.373
2025-07-26	USD	EUR	0.9456	0.9452	0.946	0.9456
2025-07-26	USD	GBP	0.7783	0.7778	0.7788	0.7783
2025-07-26	USD	INR	84.6845	84.6345	84.7345	84.6845
2025-07-26	USD	JPY	142.9263	142.7763	143.0763	142.9263
2025-07-26	USD	CAD	1.3802	1.3794	1.381	1.3802
2025-07-26	USD	AUD	1.5031	1.5021	1.5041	1.5031
2025-07-26	USD	CHF	0.8777	0.8772	0.8782	0.8777
2025-07-26	USD	SGD	1.303	1.3024	1.3036	1.303
2025-07-27	USD	EUR	0.9212	0.9208	0.9216	0.9212
2025-07-27	USD	GBP	0.7983	0.7978	0.7988	0.7983
2025-07-27	USD	INR	83.954	83.904	84.004	83.954
2025-07-27	USD	JPY	145.6919	145.5419	145.8419	145.6919
2025-07-27	USD	CAD	1.3116	1.3108	1.3124	1.3116
